age,salary,bonus,dept_Finance,dept_HR,dept_IT,dept_Marketing,dept_Unknown,age_Young,age_Early Career,age_Mid Career,age_Senior,age_Experienced,salary_low,salary_medium,salary_high,tenure_days
25.0,60000.0,4811.0,0,0,0,1,0,1,0,0,0,0,0,1,0,2031.0
48.0,50000.0,2836.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1209.0
38.0,70000.0,3745.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1569.0
52.0,60000.0,6970.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1359.0
38.0,60000.0,1603.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1338.0
68.0,70000.0,9777.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2013.0
32.0,70000.0,6019.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2799.0
48.0,70000.0,8309.0,0,0,0,0,1,0,0,0,1,0,0,1,0,3231.0
76.0,60000.0,3583.0,1,0,0,0,0,0,0,0,0,1,0,1,0,562.0
74.0,60000.0,2211.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1599.0
19.0,70000.0,4852.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1836.0
75.0,70000.0,7469.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2324.0
45.0,60000.0,1651.0,0,1,0,0,0,0,0,1,0,0,0,1,0,380.0
61.0,70000.0,1270.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2452.0
37.0,60000.0,6175.0,1,0,0,0,0,0,0,1,0,0,0,1,0,3511.0
57.0,70000.0,7142.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1836.0
46.0,60000.0,7696.0,1,0,0,0,0,0,0,0,1,0,0,1,0,36.0
22.0,60000.0,1924.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1374.0
42.0,60000.0,1131.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1686.0
27.0,50000.0,5781.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1836.0
36.0,60000.0,5454.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1670.0
78.0,70000.0,3764.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1699.0
58.0,60000.0,8496.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2215.0
48.0,70000.0,3612.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1836.0
18.0,70000.0,2806.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1548.0
64.0,50000.0,8951.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1986.0
51.0,70000.0,3345.0,0,1,0,0,0,0,0,0,1,0,0,1,0,3446.0
48.0,50000.0,1956.0,1,0,0,0,0,0,0,0,1,0,1,0,0,2038.0
31.0,70000.0,7402.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1836.0
42.0,50000.0,5335.0,0,0,1,0,0,0,0,1,0,0,1,0,0,2392.0
43.0,60000.0,7244.0,0,1,0,0,0,0,0,1,0,0,0,1,0,849.0
38.0,50000.0,7832.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1836.0
33.0,50000.0,3870.0,0,0,1,0,0,0,1,0,0,0,1,0,0,2545.0
27.0,70000.0,9499.0,0,0,0,1,0,0,1,0,0,0,0,1,0,2077.0
49.0,60000.0,6393.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1077.0
61.0,50000.0,3780.0,0,0,0,1,0,0,0,0,0,1,1,0,0,2762.0
62.0,70000.0,9615.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2154.0
37.0,60000.0,1753.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1836.0
26.0,70000.0,6484.0,0,0,0,0,1,0,1,0,0,0,0,1,0,3521.0
77.0,70000.0,2633.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1117.0
51.0,50000.0,2274.0,0,0,0,0,1,0,0,0,1,0,1,0,0,2754.0
48.0,70000.0,7859.0,0,0,0,1,0,0,0,0,1,0,0,1,0,3613.0
48.0,70000.0,8632.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2983.0
48.0,70000.0,4916.0,0,1,0,0,0,0,0,0,1,0,0,1,0,406.0
48.0,60000.0,1473.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2177.0
47.0,50000.0,7070.0,1,0,0,0,0,0,0,0,1,0,1,0,0,3455.0
64.0,60000.0,4486.0,1,0,0,0,0,0,0,0,0,1,0,1,0,937.0
41.0,50000.0,2029.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1876.0
50.0,60000.0,3304.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1402.0
35.0,70000.0,3425.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1091.0
38.0,60000.0,7972.0,0,0,1,0,0,0,0,1,0,0,0,1,0,670.0
48.0,60000.0,4663.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1015.0
59.0,60000.0,2484.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1709.0
48.0,50000.0,1838.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1041.0
68.0,50000.0,2925.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1836.0
60.0,50000.0,5211.0,1,0,0,0,0,0,0,0,0,1,1,0,0,680.0
21.0,60000.0,2979.0,0,1,0,0,0,1,0,0,0,0,0,1,0,3536.0
43.0,50000.0,4465.0,0,1,0,0,0,0,0,1,0,0,1,0,0,2200.0
50.0,50000.0,6506.0,1,0,0,0,0,0,0,0,1,0,1,0,0,2588.0
61.0,60000.0,4317.0,0,1,0,0,0,0,0,0,0,1,0,1,0,615.0
50.0,70000.0,2402.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1575.0
48.0,60000.0,4688.0,0,0,0,0,1,0,0,0,1,0,0,1,0,504.0
37.0,70000.0,1950.0,0,0,1,0,0,0,0,1,0,0,0,1,0,989.0
58.0,70000.0,7209.0,0,0,0,1,0,0,0,0,0,1,0,1,0,472.0
25.0,60000.0,5694.0,0,0,1,0,0,1,0,0,0,0,0,1,0,2638.0
53.0,60000.0,3080.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2974.0
25.0,60000.0,7736.0,0,1,0,0,0,1,0,0,0,0,0,1,0,543.0
48.0,60000.0,3261.0,1,0,0,0,0,0,0,0,1,0,0,1,0,100.0
72.0,50000.0,1749.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1836.0
48.0,60000.0,9924.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1051.0
59.0,70000.0,9934.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1083.0
77.0,70000.0,7343.0,0,0,0,0,1,0,0,0,0,1,0,1,0,713.0
64.0,70000.0,8858.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2942.0
36.0,60000.0,3483.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2759.0
37.0,70000.0,3777.0,0,0,1,0,0,0,0,1,0,0,0,1,0,580.0
40.0,70000.0,6972.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2290.0
41.0,60000.0,9669.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1723.0
79.0,60000.0,4229.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1045.0
60.0,60000.0,8863.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1174.0
53.0,60000.0,1587.0,0,0,1,0,0,0,0,0,1,0,0,1,0,281.0
26.0,60000.0,1724.0,0,0,0,1,0,0,1,0,0,0,0,1,0,3545.0
48.0,50000.0,1085.0,0,1,0,0,0,0,0,0,1,0,1,0,0,884.0
33.0,60000.0,1193.0,0,1,0,0,0,0,1,0,0,0,0,1,0,3493.0
44.0,50000.0,5991.0,1,0,0,0,0,0,0,1,0,0,1,0,0,3270.0
62.0,60000.0,8975.0,0,1,0,0,0,0,0,0,0,1,0,1,0,383.0
54.0,50000.0,7578.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1459.0
30.0,60000.0,8493.0,0,0,0,1,0,0,1,0,0,0,0,1,0,3509.0
68.0,60000.0,3473.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1836.0
19.0,70000.0,5022.0,0,0,1,0,0,1,0,0,0,0,0,1,0,3045.0
58.0,70000.0,8316.0,1,0,0,0,0,0,0,0,0,1,0,1,0,3124.0
50.0,60000.0,9891.0,0,1,0,0,0,0,0,0,1,0,0,1,0,691.0
40.0,60000.0,6925.0,1,0,0,0,0,0,0,1,0,0,0,1,0,3128.0
78.0,60000.0,4511.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3262.0
31.0,60000.0,9024.0,0,1,0,0,0,0,1,0,0,0,0,1,0,2359.0
56.0,70000.0,8775.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3105.0
47.0,60000.0,7001.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2313.0
72.0,60000.0,6772.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2839.0
63.0,60000.0,4023.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1151.0
66.0,60000.0,1758.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1308.0
51.0,60000.0,2329.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1836.0
26.0,60000.0,1428.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1836.0
32.0,70000.0,6442.0,0,1,0,0,0,0,1,0,0,0,0,1,0,3107.0
41.0,60000.0,4773.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1795.0
65.0,50000.0,1725.0,1,0,0,0,0,0,0,0,0,1,1,0,0,957.0
58.0,60000.0,4909.0,0,0,0,1,0,0,0,0,0,1,0,1,0,241.0
77.0,60000.0,3505.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1938.0
42.0,60000.0,8633.0,1,0,0,0,0,0,0,1,0,0,0,1,0,354.0
53.0,50000.0,3489.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1030.0
49.0,60000.0,3164.0,0,0,0,0,1,0,0,0,1,0,0,1,0,3319.0
64.0,60000.0,8041.0,0,0,0,0,1,0,0,0,0,1,0,1,0,272.0
38.0,50000.0,9238.0,0,0,0,1,0,0,0,1,0,0,1,0,0,348.0
59.0,60000.0,1422.0,0,0,0,0,1,0,0,0,0,1,0,1,0,734.0
56.0,50000.0,3205.0,0,0,1,0,0,0,0,0,0,1,1,0,0,842.0
23.0,70000.0,8226.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1836.0
64.0,60000.0,2446.0,1,0,0,0,0,0,0,0,0,1,0,1,0,567.0
42.0,70000.0,4660.0,0,0,0,0,1,0,0,1,0,0,0,1,0,836.0
19.0,70000.0,5469.0,0,0,1,0,0,1,0,0,0,0,0,1,0,2662.0
48.0,70000.0,7268.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1836.0
73.0,60000.0,1129.0,1,0,0,0,0,0,0,0,0,1,0,1,0,826.0
47.0,60000.0,9728.0,0,0,0,0,1,0,0,0,1,0,0,1,0,2145.0
32.0,60000.0,4123.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1836.0
35.0,60000.0,4252.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1424.0
31.0,50000.0,8318.0,0,1,0,0,0,0,1,0,0,0,1,0,0,755.0
79.0,60000.0,2389.0,1,0,0,0,0,0,0,0,0,1,0,1,0,110.0
35.0,50000.0,4140.0,0,1,0,0,0,0,1,0,0,0,1,0,0,641.0
52.0,70000.0,4459.0,0,0,0,1,0,0,0,0,1,0,0,1,0,861.0
69.0,60000.0,4090.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2708.0
39.0,60000.0,4391.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1970.0
31.0,60000.0,8130.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1008.0
55.0,50000.0,7678.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1836.0
31.0,60000.0,2814.0,0,0,0,1,0,0,1,0,0,0,0,1,0,817.0
51.0,60000.0,1928.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1954.0
39.0,60000.0,2461.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1757.0
33.0,60000.0,3664.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2316.0
73.0,60000.0,6967.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2233.0
65.0,70000.0,8634.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1836.0
70.0,60000.0,5000.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2081.0
66.0,60000.0,8573.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2550.0
33.0,60000.0,7775.0,0,0,0,1,0,0,1,0,0,0,0,1,0,730.0
57.0,60000.0,7772.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2257.0
55.0,70000.0,2478.0,0,0,1,0,0,0,0,0,1,0,0,1,0,2191.0
35.0,50000.0,1610.0,0,0,1,0,0,0,1,0,0,0,1,0,0,2525.0
40.0,60000.0,4155.0,0,0,1,0,0,0,0,1,0,0,0,1,0,664.0
63.0,50000.0,9437.0,0,0,0,0,1,0,0,0,0,1,1,0,0,2724.0
65.0,50000.0,5396.0,0,0,0,1,0,0,0,0,0,1,1,0,0,3182.0
57.0,60000.0,4714.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2712.0
35.0,50000.0,6792.0,0,0,1,0,0,0,1,0,0,0,1,0,0,716.0
63.0,60000.0,5233.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1566.0
66.0,60000.0,9371.0,1,0,0,0,0,0,0,0,0,1,0,1,0,960.0
39.0,70000.0,4452.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2396.0
78.0,50000.0,8022.0,0,0,0,1,0,0,0,0,0,1,1,0,0,577.0
71.0,70000.0,7200.0,0,1,0,0,0,0,0,0,0,1,0,1,0,56.0
47.0,70000.0,9391.0,0,1,0,0,0,0,0,0,1,0,0,1,0,595.0
72.0,70000.0,4632.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2712.0
73.0,60000.0,1212.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2629.0
59.0,60000.0,2647.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2392.0
59.0,60000.0,6740.0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.0
79.0,60000.0,3829.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1836.0
70.0,60000.0,6248.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1182.0
35.0,60000.0,5654.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1625.0
70.0,70000.0,2299.0,1,0,0,0,0,0,0,0,0,1,0,1,0,777.0
35.0,70000.0,7811.0,0,0,0,0,1,0,1,0,0,0,0,1,0,894.0
58.0,70000.0,9267.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2446.0
70.0,70000.0,5773.0,1,0,0,0,0,0,0,0,0,1,0,1,0,82.0
18.0,70000.0,7106.0,1,0,0,0,0,1,0,0,0,0,0,1,0,3148.0
74.0,50000.0,6039.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1028.0
65.0,50000.0,7320.0,0,0,0,0,1,0,0,0,0,1,1,0,0,2112.0
59.0,60000.0,1012.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1791.0
32.0,60000.0,2019.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1576.0
22.0,70000.0,5199.0,0,0,0,0,1,1,0,0,0,0,0,1,0,3248.0
44.0,60000.0,3335.0,0,1,0,0,0,0,0,1,0,0,0,1,0,847.0
34.0,70000.0,2559.0,0,1,0,0,0,0,1,0,0,0,0,1,0,846.0
58.0,60000.0,1550.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1655.0
74.0,50000.0,6300.0,0,0,1,0,0,0,0,0,0,1,1,0,0,627.0
75.0,60000.0,6769.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1979.0
75.0,60000.0,4867.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1875.0
74.0,60000.0,7353.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1836.0
49.0,70000.0,8209.0,0,0,0,0,1,0,0,0,1,0,0,1,0,916.0
55.0,50000.0,9725.0,0,0,0,1,0,0,0,0,1,0,1,0,0,298.0
43.0,60000.0,4510.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1710.0
75.0,60000.0,4849.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1836.0
19.0,60000.0,8681.0,0,0,0,0,1,1,0,0,0,0,0,1,0,2868.0
45.0,70000.0,3022.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1709.0
62.0,60000.0,3744.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3338.0
48.0,50000.0,9747.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1836.0
67.0,60000.0,2590.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2572.0
37.0,60000.0,1534.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2100.0
48.0,70000.0,8238.0,0,0,0,0,1,0,0,0,1,0,0,1,0,2022.0
72.0,60000.0,3176.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1836.0
39.0,60000.0,3397.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1982.0
77.0,60000.0,7703.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1836.0
28.0,50000.0,7329.0,0,0,0,0,1,0,1,0,0,0,1,0,0,3157.0
62.0,70000.0,9306.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2274.0
77.0,60000.0,9922.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1580.0
75.0,60000.0,7317.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1340.0
39.0,60000.0,8730.0,1,0,0,0,0,0,0,1,0,0,0,1,0,692.0
34.0,60000.0,8223.0,1,0,0,0,0,0,1,0,0,0,0,1,0,3577.0
48.0,70000.0,1776.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2767.0
28.0,60000.0,4598.0,0,1,0,0,0,0,1,0,0,0,0,1,0,2833.0
53.0,60000.0,3854.0,0,1,0,0,0,0,0,0,1,0,0,1,0,3472.0
31.0,60000.0,5660.0,0,0,1,0,0,0,1,0,0,0,0,1,0,579.0
48.0,50000.0,1553.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1836.0
40.0,70000.0,6433.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1664.0
46.0,60000.0,5430.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1954.0
40.0,60000.0,3801.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1341.0
77.0,60000.0,7544.0,0,0,1,0,0,0,0,0,0,1,0,1,0,348.0
33.0,60000.0,6013.0,0,0,0,0,1,0,1,0,0,0,0,1,0,269.0
56.0,60000.0,4223.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1894.0
37.0,60000.0,8963.0,0,0,1,0,0,0,0,1,0,0,0,1,0,3031.0
42.0,60000.0,8767.0,0,0,0,1,0,0,0,1,0,0,0,1,0,576.0
36.0,50000.0,5174.0,0,0,1,0,0,0,0,1,0,0,1,0,0,736.0
43.0,70000.0,4453.0,1,0,0,0,0,0,0,1,0,0,0,1,0,3635.0
49.0,50000.0,4400.0,1,0,0,0,0,0,0,0,1,0,1,0,0,2787.0
67.0,70000.0,2855.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2432.0
38.0,60000.0,9406.0,1,0,0,0,0,0,0,1,0,0,0,1,0,303.0
26.0,50000.0,5415.0,0,0,0,1,0,0,1,0,0,0,1,0,0,2310.0
60.0,60000.0,4510.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1680.0
36.0,60000.0,1804.0,1,0,0,0,0,0,0,1,0,0,0,1,0,138.0
66.0,50000.0,2658.0,0,0,0,0,1,0,0,0,0,1,1,0,0,394.0
74.0,60000.0,5529.0,0,0,0,1,0,0,0,0,0,1,0,1,0,468.0
38.0,60000.0,8421.0,0,0,0,1,0,0,0,1,0,0,0,1,0,840.0
35.0,60000.0,7440.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1166.0
23.0,50000.0,3791.0,0,0,1,0,0,1,0,0,0,0,1,0,0,3207.0
52.0,50000.0,9448.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1836.0
31.0,50000.0,3097.0,1,0,0,0,0,0,1,0,0,0,1,0,0,725.0
26.0,50000.0,7832.0,1,0,0,0,0,0,1,0,0,0,1,0,0,3389.0
52.0,60000.0,7580.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1733.0
19.0,60000.0,3743.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1779.0
68.0,50000.0,6782.0,0,0,0,1,0,0,0,0,0,1,1,0,0,408.0
23.0,60000.0,2975.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1836.0
52.0,60000.0,9321.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1234.0
74.0,60000.0,3662.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2719.0
42.0,50000.0,7584.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1836.0
26.0,60000.0,5000.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1590.0
67.0,50000.0,1702.0,0,0,0,0,1,0,0,0,0,1,1,0,0,248.0
24.0,60000.0,6133.0,0,0,1,0,0,1,0,0,0,0,0,1,0,3521.0
45.0,60000.0,8631.0,0,0,1,0,0,0,0,1,0,0,0,1,0,177.0
19.0,60000.0,8091.0,0,1,0,0,0,1,0,0,0,0,0,1,0,3514.0
76.0,50000.0,7853.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1836.0
76.0,70000.0,2045.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1836.0
41.0,60000.0,9408.0,0,0,1,0,0,0,0,1,0,0,0,1,0,3099.0
79.0,50000.0,5915.0,0,0,0,0,1,0,0,0,0,1,1,0,0,2929.0
52.0,70000.0,8944.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2011.0
24.0,50000.0,8520.0,0,0,1,0,0,1,0,0,0,0,1,0,0,3203.0
55.0,60000.0,1088.0,0,0,0,0,1,0,0,0,1,0,0,1,0,879.0
76.0,60000.0,9765.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1056.0
46.0,70000.0,3677.0,0,0,1,0,0,0,0,0,1,0,0,1,0,862.0
48.0,60000.0,3151.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1918.0
18.0,70000.0,2960.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1507.0
77.0,50000.0,1377.0,0,0,1,0,0,0,0,0,0,1,1,0,0,3214.0
72.0,60000.0,2603.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1110.0
68.0,60000.0,7996.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1477.0
47.0,50000.0,1332.0,0,0,0,0,1,0,0,0,1,0,1,0,0,3261.0
69.0,50000.0,4864.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1367.0
63.0,60000.0,5315.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1384.0
48.0,60000.0,5260.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1184.0
27.0,70000.0,8242.0,0,0,1,0,0,0,1,0,0,0,0,1,0,2773.0
51.0,60000.0,1758.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1713.0
28.0,60000.0,5950.0,0,1,0,0,0,0,1,0,0,0,0,1,0,485.0
65.0,60000.0,2825.0,0,0,0,0,1,0,0,0,0,1,0,1,0,626.0
66.0,70000.0,5513.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1205.0
54.0,60000.0,4166.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3526.0
71.0,60000.0,3374.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1215.0
44.0,60000.0,8289.0,0,0,1,0,0,0,0,1,0,0,0,1,0,3137.0
67.0,70000.0,9569.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3512.0
65.0,60000.0,9526.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1302.0
27.0,50000.0,1192.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1836.0
55.0,60000.0,5237.0,0,0,1,0,0,0,0,0,1,0,0,1,0,943.0
39.0,50000.0,6245.0,0,0,0,0,1,0,0,1,0,0,1,0,0,2664.0
41.0,60000.0,7450.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1098.0
25.0,50000.0,9055.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1836.0
23.0,50000.0,8810.0,1,0,0,0,0,1,0,0,0,0,1,0,0,956.0
72.0,50000.0,8216.0,1,0,0,0,0,0,0,0,0,1,1,0,0,456.0
21.0,50000.0,3141.0,0,1,0,0,0,1,0,0,0,0,1,0,0,2006.0
22.0,50000.0,8879.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1078.0
64.0,60000.0,6156.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1836.0
49.0,50000.0,3948.0,1,0,0,0,0,0,0,0,1,0,1,0,0,3389.0
55.0,60000.0,3199.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1836.0
68.0,50000.0,1449.0,1,0,0,0,0,0,0,0,0,1,1,0,0,271.0
74.0,60000.0,8627.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1869.0
37.0,70000.0,9739.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1696.0
57.0,60000.0,1257.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2211.0
62.0,60000.0,6898.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1124.0
71.0,70000.0,8664.0,0,0,0,0,1,0,0,0,0,1,0,1,0,684.0
66.0,60000.0,3807.0,0,1,0,0,0,0,0,0,0,1,0,1,0,421.0
31.0,60000.0,9933.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1416.0
67.0,50000.0,3521.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1351.0
64.0,60000.0,3462.0,0,1,0,0,0,0,0,0,0,1,0,1,0,3623.0
71.0,70000.0,3949.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1857.0
36.0,60000.0,9322.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1400.0
28.0,50000.0,8613.0,0,1,0,0,0,0,1,0,0,0,1,0,0,3308.0
56.0,70000.0,2121.0,0,1,0,0,0,0,0,0,0,1,0,1,0,3557.0
18.0,50000.0,6354.0,0,0,1,0,0,1,0,0,0,0,1,0,0,3103.0
79.0,70000.0,2346.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1836.0
52.0,50000.0,4862.0,0,0,0,0,1,0,0,0,1,0,1,0,0,3579.0
48.0,50000.0,7680.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1836.0
50.0,60000.0,6196.0,0,0,0,1,0,0,0,0,1,0,0,1,0,733.0
49.0,60000.0,8078.0,0,1,0,0,0,0,0,0,1,0,0,1,0,674.0
53.0,60000.0,3931.0,0,0,0,1,0,0,0,0,1,0,0,1,0,192.0
41.0,60000.0,5880.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1387.0
60.0,60000.0,2092.0,0,0,0,1,0,0,0,0,0,1,0,1,0,522.0
24.0,60000.0,3046.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1034.0
24.0,50000.0,5078.0,0,0,1,0,0,1,0,0,0,0,1,0,0,895.0
63.0,60000.0,2931.0,0,0,1,0,0,0,0,0,0,1,0,1,0,314.0
22.0,50000.0,5478.0,0,1,0,0,0,1,0,0,0,0,1,0,0,2548.0
48.0,60000.0,5890.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1356.0
62.0,50000.0,3020.0,0,0,0,1,0,0,0,0,0,1,1,0,0,431.0
69.0,50000.0,7813.0,0,0,1,0,0,0,0,0,0,1,1,0,0,2208.0
71.0,60000.0,8910.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2717.0
67.0,60000.0,8116.0,0,0,0,1,0,0,0,0,0,1,0,1,0,195.0
